country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;Cabañas Department;;;SV-CA;;25/03/2020;0;0;-46;0;-59;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/03/2020;0;0;-49;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/03/2020;0;0;-44;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/03/2020;0;0;-48;0;-48;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/03/2020;0;0;-50;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/03/2020;0;0;-39;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;31/03/2020;0;0;-41;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/04/2020;0;0;-40;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/04/2020;0;0;-41;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/04/2020;0;0;-42;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/04/2020;0;0;-45;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/04/2020;0;0;-49;0;-34;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/04/2020;0;0;-41;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/04/2020;0;0;-44;0;-61;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/04/2020;0;0;-42;0;-58;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/04/2020;0;0;-43;0;-62;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/04/2020;0;0;-56;0;-69;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/04/2020;0;0;-57;0;-58;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/04/2020;0;0;-54;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/04/2020;0;0;-46;0;-58;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/04/2020;0;0;-45;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/04/2020;0;0;-44;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/04/2020;0;0;-45;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/04/2020;0;0;-45;0;-52;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/04/2020;0;0;-50;0;-47;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/04/2020;0;0;-56;0;-45;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/04/2020;0;0;-45;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/04/2020;0;0;-47;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/04/2020;0;0;-48;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/04/2020;0;0;-50;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/04/2020;0;0;-48;0;-51;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/04/2020;0;0;-53;0;-48;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/04/2020;0;0;-56;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/04/2020;0;0;-47;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/04/2020;0;0;-47;0;-50;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/04/2020;0;0;-44;0;-52;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/04/2020;0;0;-45;0;-56;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/05/2020;0;0;-49;0;-59;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/05/2020;0;0;-46;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/05/2020;0;0;-56;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/05/2020;0;0;-45;0;-50;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/05/2020;0;0;-41;0;-51;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/05/2020;0;0;-43;0;-51;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/05/2020;0;0;-53;0;-61;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/05/2020;0;0;-55;0;-59;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/05/2020;0;0;-54;0;-52;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/05/2020;0;0;-51;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/05/2020;0;0;-46;0;-58;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/05/2020;0;0;-48;0;-59;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/05/2020;0;0;-50;0;-60;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/05/2020;0;0;-48;0;-60;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/05/2020;0;0;-51;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/05/2020;0;0;-54;0;-50;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/05/2020;0;0;-59;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/05/2020;0;0;-48;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/05/2020;0;0;-43;0;-56;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/05/2020;0;0;-44;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/05/2020;0;0;-48;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/05/2020;0;0;-48;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/05/2020;0;0;-57;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/05/2020;0;0;-57;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/05/2020;0;0;-47;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/05/2020;0;0;-46;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/05/2020;0;0;-41;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/05/2020;0;0;-43;0;-54;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/05/2020;0;0;-47;0;-49;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/05/2020;0;0;-58;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;31/05/2020;0;0;-63;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/06/2020;0;0;-53;0;-55;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/06/2020;0;0;-48;0;-52;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/06/2020;0;0;-45;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/06/2020;0;0;-45;0;-53;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/06/2020;0;0;-48;0;-48;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/06/2020;0;0;-51;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/06/2020;0;0;-50;0;-32;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/06/2020;0;0;-42;0;-49;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/06/2020;0;0;-43;0;-50;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/06/2020;0;0;-42;0;-47;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/06/2020;0;0;-42;0;-48;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/06/2020;0;0;-43;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/06/2020;0;0;-51;0;-32;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/06/2020;0;0;-50;0;-28;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/06/2020;0;0;-40;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/06/2020;0;0;-35;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/06/2020;0;0;-39;0;-51;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/06/2020;0;0;-39;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/06/2020;0;0;-40;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/06/2020;0;0;-40;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/06/2020;0;0;-50;0;-29;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/06/2020;0;0;-37;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/06/2020;0;0;-33;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/06/2020;0;0;-40;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/06/2020;0;0;-35;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/06/2020;0;0;-38;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/06/2020;0;0;-39;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/06/2020;0;0;-50;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/06/2020;0;0;-40;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/06/2020;0;0;-35;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/07/2020;0;0;-36;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/07/2020;0;0;-35;0;-45;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/07/2020;0;0;-40;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/07/2020;0;0;-44;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/07/2020;0;0;-52;0;-31;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/07/2020;0;0;-41;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/07/2020;0;0;-41;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/07/2020;0;0;-41;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/07/2020;0;0;-42;0;-47;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/07/2020;0;0;-42;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/07/2020;0;0;-44;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/07/2020;0;0;-50;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/07/2020;0;0;-38;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/07/2020;0;0;-37;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/07/2020;0;0;-36;0;-46;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/07/2020;0;0;-38;0;-45;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/07/2020;0;0;-37;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/07/2020;0;0;-42;0;-36;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/07/2020;0;0;-47;0;-34;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/07/2020;0;0;-36;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/07/2020;0;0;-36;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/07/2020;0;0;-35;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/07/2020;0;0;-35;0;-45;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/07/2020;0;0;-37;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/07/2020;0;0;-38;0;-30;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/07/2020;0;0;-45;0;-31;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/07/2020;0;0;-32;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/07/2020;0;0;-36;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/07/2020;0;0;-32;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/07/2020;0;0;-33;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;31/07/2020;0;0;-34;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/08/2020;0;0;-34;0;-32;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/08/2020;0;0;-38;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/08/2020;0;0;-34;0;-45;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/08/2020;0;0;-28;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/08/2020;0;0;-32;0;-49;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/08/2020;0;0;-34;0;-57;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/08/2020;0;0;-32;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/08/2020;0;0;-34;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/08/2020;0;0;-38;0;-29;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/08/2020;0;0;-32;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/08/2020;0;0;-29;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/08/2020;0;0;-30;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/08/2020;0;0;-29;0;-44;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/08/2020;0;0;-29;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/08/2020;0;0;-32;0;-27;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/08/2020;0;0;-38;0;-28;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/08/2020;0;0;0;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/08/2020;0;0;0;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/08/2020;0;0;0;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/08/2020;0;0;0;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/08/2020;0;0;0;0;-38;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/08/2020;0;0;0;0;-26;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/08/2020;0;0;0;0;-28;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/08/2020;0;0;0;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/08/2020;0;0;0;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/08/2020;0;0;0;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;27/08/2020;0;0;0;0;-42;0
SV;El Salvador;Cabañas Department;;;SV-CA;;28/08/2020;0;0;0;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;29/08/2020;0;0;0;0;-24;0
SV;El Salvador;Cabañas Department;;;SV-CA;;30/08/2020;0;0;0;0;-19;0
SV;El Salvador;Cabañas Department;;;SV-CA;;31/08/2020;0;0;0;0;-36;0
SV;El Salvador;Cabañas Department;;;SV-CA;;01/09/2020;0;0;0;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;02/09/2020;0;0;0;0;-40;0
SV;El Salvador;Cabañas Department;;;SV-CA;;03/09/2020;0;0;0;0;-43;0
SV;El Salvador;Cabañas Department;;;SV-CA;;04/09/2020;0;0;0;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;05/09/2020;0;0;0;0;-27;0
SV;El Salvador;Cabañas Department;;;SV-CA;;06/09/2020;0;0;0;0;-28;0
SV;El Salvador;Cabañas Department;;;SV-CA;;07/09/2020;0;0;0;0;-34;0
SV;El Salvador;Cabañas Department;;;SV-CA;;08/09/2020;0;0;0;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;09/09/2020;0;0;0;0;-39;0
SV;El Salvador;Cabañas Department;;;SV-CA;;10/09/2020;0;0;0;0;-41;0
SV;El Salvador;Cabañas Department;;;SV-CA;;11/09/2020;0;0;0;0;-37;0
SV;El Salvador;Cabañas Department;;;SV-CA;;12/09/2020;0;0;0;0;-25;0
SV;El Salvador;Cabañas Department;;;SV-CA;;13/09/2020;0;0;0;0;-28;0
SV;El Salvador;Cabañas Department;;;SV-CA;;14/09/2020;0;0;0;0;-37;0
SV;El Salvador;Cabañas Department;;;SV-CA;;15/09/2020;0;0;0;0;-48;0
SV;El Salvador;Cabañas Department;;;SV-CA;;16/09/2020;0;0;0;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;17/09/2020;0;0;0;0;-37;0
SV;El Salvador;Cabañas Department;;;SV-CA;;18/09/2020;0;0;0;0;-30;0
SV;El Salvador;Cabañas Department;;;SV-CA;;19/09/2020;0;0;0;0;-24;0
SV;El Salvador;Cabañas Department;;;SV-CA;;20/09/2020;0;0;0;0;-23;0
SV;El Salvador;Cabañas Department;;;SV-CA;;21/09/2020;0;0;0;0;-37;0
SV;El Salvador;Cabañas Department;;;SV-CA;;22/09/2020;0;0;0;0;-32;0
SV;El Salvador;Cabañas Department;;;SV-CA;;23/09/2020;0;0;0;0;-35;0
SV;El Salvador;Cabañas Department;;;SV-CA;;24/09/2020;0;0;0;0;-37;0
SV;El Salvador;Cabañas Department;;;SV-CA;;25/09/2020;0;0;0;0;-33;0
SV;El Salvador;Cabañas Department;;;SV-CA;;26/09/2020;0;0;0;0;-28;0
